-0.000017	0.000029	-0.003585	0.003599	-0.000043	0.000053	-0.001072	0.001090	0.001759	0.007442	-0.043740	0.055630	-0.005182	0.007318	-0.021133	0.021344	0.021054	0.021339	0.018901	0.022236	-0.000260	0.013436	-0.000584	0.000869	-0.000106	0.000689	-0.002512	0.004135	-0.000301	0.000506	-0.000925	0.001037	-0.007547	0.007760	-0.017447	0.017672	-0.000396	0.000502	-0.003137	0.005930	-0.275116	0.275116	-0.038057	0.280753	-0.025658	0.025658	-0.017082	0.075067	0.062961	0.073575	0.332144	0.352077	-0.141925	0.165967	-0.006239	0.018435	-0.014746	0.017386	-0.042976	0.052149	-0.004989	0.006335	-0.009424	0.009966	0.000000	0.000000	-0.034209	0.034285	-0.000241	0.000241	-0.022057	0.022057	-0.104318	0.156563	-0.197327	0.281646	0.017958	0.032072	-0.049525	0.086181	0.330970	0.334308	0.070227	0.101161	0.087726	0.184457	-0.008391	0.010059	-0.031002	0.031002	0.001171	0.009504	-0.006145	0.006145	0.027909	0.032782	0.000000	0.000000	-0.008897	0.008909	-0.000040	0.000040	-0.004404	0.004404	0.008915	0.010874	-0.015139	0.026819	-0.001381	0.002918	-0.007336	0.007892	0.000000	0.000000	0.032076	0.034133	-0.022808	0.022808	-0.002308	0.002308	0.000408	0.000774	0.000211	0.001057	-0.000687	0.001435	-0.000556	0.001674	
-0.003932	0.003932	0.000000	0.000000	0.000000	0.000000	0.001623	0.001623	0.000191	0.001162	0.016452	0.016870	-0.006320	0.007059	-0.000076	0.000200	0.035171	0.035243	0.049172	0.049430	-0.010011	0.014837	-0.000316	0.000316	0.000063	0.000157	-0.000021	0.000023	0.000083	0.000234	-0.000011	0.000102	-0.039010	0.039010	-0.006018	0.006018	0.000000	0.000000	0.008192	0.008501	0.005208	0.042563	0.039757	0.041687	-0.008738	0.030575	0.003073	0.003716	0.150026	0.150026	0.496989	0.496989	-0.022709	0.080671	0.000000	0.000000	0.001211	0.001318	0.000107	0.000107	0.003587	0.003658	0.000031	0.000031	-0.029136	0.029136	-0.021442	0.022046	-0.001213	0.001213	-0.001609	0.007605	0.057135	0.069015	0.006833	0.040234	0.012011	0.041925	-0.001447	0.003430	0.251671	0.251671	0.349377	0.349377	-0.053532	0.206437	0.000000	0.000000	0.003066	0.003201	0.002696	0.002696	0.002866	0.004016	0.000338	0.000338	-0.000179	0.000179	-0.004670	0.005420	-0.000512	0.000512	-0.001563	0.001574	0.000373	0.001088	0.003433	0.004542	-0.001012	0.003330	-0.000040	0.000576	0.023491	0.023840	0.038837	0.038837	-0.023795	0.025314	0.000028	0.000028	0.001017	0.001019	0.003878	0.003881	-0.001183	0.001429	-0.000001	0.000002	
-0.001651	0.001651	-0.000096	0.000107	-0.000002	0.000002	0.000438	0.000449	0.001073	0.001696	0.013994	0.014030	-0.002800	0.003965	0.000165	0.000184	0.000334	0.000721	0.076482	0.076501	-0.014730	0.015102	0.000055	0.000074	0.000000	0.000000	-0.000042	0.000042	-0.000039	0.000039	-0.000042	0.000042	-0.025279	0.025279	0.000000	0.000000	0.000000	0.000000	0.008520	0.008520	0.063358	0.075607	0.028340	0.030582	0.005903	0.027766	0.000362	0.002038	0.018007	0.021082	0.480268	0.482789	-0.056480	0.059176	-0.000280	0.001832	-0.000309	0.000309	-0.000531	0.000531	-0.000245	0.000245	-0.001006	0.001210	-0.032892	0.032892	-0.003891	0.003891	0.000000	0.000000	0.005206	0.006079	0.034612	0.062419	0.062364	0.067765	0.000023	0.040853	0.001657	0.002565	0.482837	0.482837	0.000000	0.000000	0.078701	0.078701	0.000000	0.000000	-0.000246	0.000398	0.000000	0.000000	0.001350	0.001350	0.000546	0.000546	0.000000	0.000000	-0.005590	0.005631	-0.000134	0.000134	-0.001488	0.001488	0.015399	0.015965	0.003192	0.004696	0.006447	0.010066	-0.000279	0.000330	0.028200	0.028319	0.043087	0.043087	0.000304	0.017359	0.000230	0.000230	0.000151	0.000152	0.000000	0.000000	0.000696	0.000696	0.000000	0.000000	
-0.001106	0.001229	-0.000670	0.000735	0.000010	0.000031	0.000155	0.000389	0.003853	0.004765	0.006482	0.006763	-0.001484	0.004192	0.000100	0.000194	0.026151	0.026151	0.076318	0.076318	-0.013254	0.019379	0.000000	0.000000	0.000025	0.000049	0.000018	0.000059	0.000062	0.000160	0.000015	0.000056	-0.012112	0.012112	-0.001975	0.001975	0.000000	0.000000	0.002895	0.003600	0.035821	0.038542	0.025927	0.027936	0.004107	0.018334	0.000168	0.002176	0.457901	0.460625	0.229589	0.229846	-0.019495	0.081727	-0.000093	0.000678	-0.000107	0.000107	-0.000171	0.000171	-0.000059	0.000059	-0.000064	0.000278	-0.020261	0.020261	-0.005502	0.005502	0.000000	0.000000	0.004836	0.005979	0.079940	0.081430	0.028061	0.029823	0.025984	0.043381	-0.000175	0.002478	0.371743	0.373432	0.245759	0.249468	-0.019505	0.116462	-0.000920	0.001898	0.000000	0.000000	-0.000586	0.000974	-0.000299	0.000299	-0.000666	0.000666	-0.003370	0.003370	-0.002026	0.002026	0.000000	0.000000	0.000302	0.001051	0.012934	0.013393	0.008677	0.008677	0.005117	0.008338	0.000504	0.000504	0.080032	0.080032	0.003349	0.003574	0.022152	0.023526	-0.000337	0.000337	-0.000087	0.000103	0.000010	0.000061	-0.000102	0.000155	0.000045	0.000178	
-0.000005	0.000120	0.000128	0.000137	-0.000194	0.000363	0.000096	0.000111	0.051996	0.058748	0.003903	0.003933	0.006731	0.007194	0.001623	0.001652	0.036222	0.036650	0.014148	0.014210	0.007909	0.009426	0.000076	0.000138	-0.000132	0.000145	-0.000014	0.000147	-0.000294	0.000298	-0.000218	0.000218	-0.002666	0.002940	-0.004223	0.004757	-0.000797	0.001608	-0.000791	0.009095	0.402223	0.410600	0.175968	0.185737	0.029215	0.102210	0.000591	0.001986	0.104162	0.105846	0.071808	0.083281	0.002932	0.051525	-0.002758	0.002758	-0.001354	0.001354	-0.008295	0.008514	-0.000400	0.000400	-0.005668	0.006334	-0.006259	0.006372	-0.003572	0.003572	0.000233	0.000233	0.001711	0.005271	0.181979	0.182223	0.468979	0.476515	-0.031739	0.075622	-0.003383	0.004117	0.041898	0.043912	0.060527	0.063261	-0.019878	0.025017	-0.000311	0.004498	-0.004333	0.007018	0.000365	0.000920	0.000572	0.001450	0.003222	0.003597	-0.002067	0.002091	-0.000577	0.000582	0.000016	0.000031	0.000421	0.000646	0.005429	0.008883	0.073829	0.073829	-0.012011	0.013813	0.000163	0.000163	0.001158	0.001158	0.029967	0.029967	-0.012479	0.012633	0.000000	0.000000	-0.000178	0.000764	0.000523	0.000544	0.000164	0.000594	0.000332	0.000342	
-0.000683	0.000683	-0.001586	0.001632	-0.000020	0.000020	-0.000659	0.000886	0.000800	0.000800	-0.029430	0.032627	-0.000210	0.000721	-0.009677	0.009677	0.029909	0.030353	0.058128	0.058128	0.003381	0.017150	0.000134	0.000134	-0.000052	0.000075	0.000044	0.000044	-0.000120	0.000151	0.000063	0.000063	-0.000345	0.000416	-0.046992	0.047417	-0.000183	0.000183	-0.020686	0.020905	0.008361	0.012366	-0.071134	0.089519	0.000780	0.007931	-0.029034	0.033277	0.143789	0.143789	0.460919	0.464426	-0.062650	0.114162	-0.001657	0.001657	0.002283	0.002293	0.001124	0.001357	-0.001166	0.003052	-0.000549	0.000560	-0.000210	0.000210	-0.055745	0.055745	0.000000	0.000000	-0.016999	0.017088	0.021937	0.025736	0.008829	0.013415	0.003059	0.014542	0.000175	0.001092	0.457239	0.457239	0.114104	0.114104	0.046983	0.067698	0.000000	0.000000	0.001407	0.001801	0.001386	0.001505	0.001653	0.002799	0.000581	0.000860	-0.000036	0.000050	-0.003462	0.003495	-0.000014	0.000019	-0.001147	0.001147	0.003868	0.003964	0.002010	0.002072	0.000870	0.002439	0.000018	0.000079	0.097620	0.097871	0.000000	0.000000	0.040605	0.040605	0.000097	0.000097	-0.000103	0.000113	-0.000013	0.000013	0.000192	0.000192	0.000270	0.000296	
-0.001733	0.001740	-0.000999	0.000999	0.000054	0.000054	0.001252	0.001647	-0.001027	0.001190	-0.005726	0.008995	-0.003844	0.005271	-0.007467	0.009952	-0.005771	0.006242	-0.000379	0.002014	-0.001918	0.003803	0.007882	0.010342	-0.002293	0.002412	0.000000	0.000000	0.000462	0.000488	0.003180	0.003180	-0.014092	0.014134	-0.014789	0.016983	-0.001526	0.001588	-0.002733	0.005468	-0.068238	0.068238	-0.256094	0.266944	-0.026761	0.026761	-0.103316	0.139443	0.015509	0.023337	0.356117	0.356117	-0.162407	0.201423	0.006298	0.006298	-0.016672	0.016672	-0.000782	0.000782	0.000752	0.000752	0.010001	0.010328	-0.013133	0.013180	-0.030805	0.031276	-0.000376	0.000566	-0.007674	0.013972	-0.107882	0.165184	-0.146372	0.193048	0.059094	0.066020	-0.060925	0.139141	0.240852	0.412287	0.162013	0.188593	0.056153	0.126398	0.045958	0.142506	-0.021746	0.021746	-0.008316	0.008316	0.000286	0.000286	0.010852	0.013486	-0.006781	0.006856	-0.004095	0.004170	0.000083	0.000121	0.000835	0.001739	-0.024778	0.035325	-0.027149	0.041775	0.000878	0.007193	0.000505	0.012120	0.115477	0.117379	-0.000359	0.002150	0.035490	0.038825	0.002808	0.004277	-0.003651	0.003653	-0.006547	0.006547	0.000004	0.000004	-0.000648	0.002157	
0.001513	0.001513	-0.000199	0.000312	0.001423	0.001491	-0.000263	0.000263	-0.000127	0.001855	-0.039876	0.039876	0.001992	0.001992	-0.040506	0.045342	0.035150	0.035692	-0.003018	0.012849	0.015636	0.026718	-0.014280	0.014822	0.000271	0.000277	-0.000594	0.000654	0.000279	0.000359	-0.000620	0.000620	0.002574	0.002574	-0.035647	0.040442	-0.003701	0.005909	-0.035336	0.035336	0.265607	0.265607	-0.229422	0.333190	0.025272	0.126140	-0.266048	0.266048	0.130894	0.130894	0.093528	0.150252	-0.019099	0.106081	-0.052084	0.052084	0.000714	0.000714	0.007789	0.009470	-0.012711	0.012869	-0.003674	0.003674	-0.000573	0.000573	-0.104682	0.106357	-0.003495	0.003495	-0.054732	0.056336	0.216852	0.217230	0.277052	0.314853	-0.021995	0.140204	-0.011946	0.015347	0.102188	0.102188	-0.063947	0.231261	-0.019742	0.054881	-0.127860	0.127860	0.003276	0.003276	0.004985	0.008506	-0.003364	0.004908	-0.003647	0.003647	-0.000672	0.002617	-0.001502	0.002253	0.003231	0.004253	0.000036	0.001256	0.014346	0.015812	0.004031	0.008069	-0.000715	0.021088	0.002736	0.009541	0.033617	0.033617	-0.002327	0.007656	0.008989	0.010600	-0.006733	0.006733	0.002918	0.002923	0.000177	0.000179	0.000126	0.001375	-0.000000	0.000002	
-0.001761	0.001958	-0.000373	0.000373	0.001942	0.001942	0.001044	0.001453	0.003318	0.009732	0.006701	0.029242	-0.017395	0.039308	-0.029145	0.030090	-0.001023	0.008299	0.017307	0.017307	-0.002955	0.015030	0.012658	0.012658	-0.001573	0.001781	-0.000019	0.000473	-0.000238	0.001070	0.000967	0.002001	-0.008552	0.009679	-0.090938	0.090938	0.001558	0.001558	-0.065122	0.072498	0.145901	0.175022	-0.002294	0.455014	0.034070	0.163211	-0.091517	0.135647	0.126313	0.128249	0.300212	0.306489	-0.081219	0.112882	-0.006544	0.010080	-0.023884	0.026176	0.000360	0.000360	0.002430	0.003569	0.015328	0.015328	0.013879	0.018704	-0.046890	0.046890	0.023586	0.023586	-0.024364	0.025177	0.162803	0.374395	0.065168	0.091000	0.038758	0.071415	0.047948	0.048686	0.091311	0.239991	0.253723	0.282442	-0.018408	0.051910	0.009197	0.019587	0.003491	0.003815	0.002573	0.006542	-0.000959	0.004222	-0.002317	0.003776	0.001245	0.001653	-0.000784	0.003950	-0.001058	0.004122	-0.001795	0.001860	0.018554	0.043719	-0.004170	0.007926	0.004056	0.008321	-0.001920	0.004801	0.008824	0.029912	0.028482	0.028668	0.001014	0.010875	0.001471	0.002402	0.001566	0.001680	0.002469	0.002540	-0.000165	0.001360	-0.000005	0.000067	
-0.000149	0.000149	-0.007680	0.007680	0.000000	0.000000	-0.001803	0.001811	0.030861	0.032259	0.035940	0.052377	-0.000929	0.006596	-0.001538	0.001636	0.011807	0.012760	0.007134	0.008491	0.000297	0.002757	-0.000678	0.000678	0.000000	0.000000	0.000101	0.000101	-0.000285	0.000285	0.000000	0.000000	-0.000119	0.000119	-0.063036	0.063036	0.000000	0.000000	-0.015915	0.015928	0.460874	0.460874	0.139419	0.155216	0.057012	0.075257	-0.002844	0.002844	0.020414	0.021848	0.014855	0.016906	-0.000070	0.017282	-0.001193	0.001193	0.000000	0.000000	0.000106	0.000106	-0.000932	0.000932	0.000000	0.000000	0.000906	0.000906	-0.031002	0.031002	-0.000238	0.000238	-0.013000	0.013000	0.124609	0.124609	0.475788	0.476578	-0.046491	0.081631	-0.000395	0.000395	0.024102	0.025266	0.016773	0.017808	-0.010167	0.023400	0.000514	0.001549	-0.000204	0.000341	0.000024	0.000425	-0.000643	0.001244	0.000460	0.000861	0.000206	0.000222	-0.001500	0.001502	0.000037	0.000040	-0.000538	0.000543	0.046549	0.046549	0.039405	0.039405	0.005925	0.015607	0.000000	0.000000	0.006329	0.006740	0.000203	0.000203	0.001621	0.002838	0.000556	0.000556	-0.000004	0.000007	0.000014	0.000014	-0.000137	0.000274	0.000014	0.000014	
